first_active_month,card_id,feature_1,feature_2,feature_3,target,year,month,authorized_flag_mean,category_1_N_mean,category_1_Y_mean,category_3_A_mean,category_3_B_mean,category_3_C_mean,purchase_amount_mean,installments_mean,category_2_mean,month_lag_mean,authorized_flag_sum,purchase_amount_sum,installments_sum,category_2_sum,purchase_amount_max,installments_max,purchase_amount_min,installments_min,authorized_flag_mean_right,category_1_N_mean_right,category_1_Y_mean_right,category_3_A_mean_right,category_3_B_mean_right,category_3_C_mean_right,purchase_amount_mean_right,installments_mean_right,category_2_mean_right,month_lag_mean_right,authorized_flag_sum_right,purchase_amount_sum_right,installments_sum_right,category_2_sum_right,purchase_amount_max_right,installments_max_right,purchase_amount_min_right,installments_min_right
2016-10,C_ID_92853cdb2c,5,2,1,-1.02956173,2016,10,0.9175257731958762,1.0,0.0,0.9896907216494846,0.010309278350515464,0.0,-0.632704756185567,0.010309278350515464,4.958762886597938,-5.195876288659794,89,-61.37236135,1,481.0,0.04925691,1,-0.73188128,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.28636775,0.0,5.0,1.5,2,-0.5727355,0,10.0,0.12939329,0,-0.70212879,0
2016-03,C_ID_269d816788,2,2,0,-2.43376068,2016,3,0.631578947368421,1.0,0.0,1.0,0.0,0.0,-0.6542329705263159,0.0,1.0,-7.315789473684211,12,-12.430426440000002,0,19.0,-0.17732787,0,-0.73188128,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.67177524,0.0,1.0,1.0,1,-0.67177524,0,1.0,-0.67177524,0,-0.67177524,0
2017-09,C_ID_61d50d7057,5,2,1,1.30445157,2017,9,0.7567567567567568,1.0,0.0,1.0,0.0,0.0,-0.6406021291891891,0.0,2.6216216216216215,-2.2162162162162162,28,-23.702278779999997,0,97.0,-0.29611244,0,-0.73939454,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.65930323,0.0,3.0,2.0,1,-0.65930323,0,3.0,-0.65930323,0,-0.65930323,0
2017-04,C_ID_4e07413433,2,1,0,0.09363294,2017,4,1.0,1.0,0.0,0.0,0.8,0.2,-0.6252118329999998,1.35,2.9,-3.05,20,-12.504236659999997,27,58.0,-0.0870035,4,-0.74196407,1,1.0,1.0,0.0,0.0,0.75,0.25,-0.6204183750000001,2.25,3.0,2.0,4,-2.4816735000000003,9,12.0,-0.35620346,6,-0.73684003,1
2017-08,C_ID_b6302b31c6,3,2,1,1.59775007,2017,8,0.8923076923076924,1.0,0.0,1.0,0.0,0.0,-0.5705837004615386,0.0,4.384615384615385,-0.7846153846153846,58,-37.08794053000001,0,285.0,2.46876573,0,-0.73714056,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.614000805,0.0,5.0,1.3333333333333333,6,-3.6840048299999997,0,30.0,-0.36298042,0,-0.72932678,0
2017-02,C_ID_3b69154173,2,1,0,1.01093682,2017,2,0.8315789473684211,0.9368421052631579,0.06315789473684211,0.0,0.8526315789473684,0.13157894736842105,-0.6388431322105262,1.5105263157894737,4.865168539325842,-5.489473684210527,158,-121.38019511999998,287,866.0,0.04934706,10,-0.73188128,-1,,,,,,,,,,,,,,,,,,
2016-07,C_ID_9feec11e78,2,2,0,1.13223604,2016,7,0.7130434782608696,0.7913043478260869,0.20869565217391303,0.017391304347826087,0.8173913043478261,0.12173913043478261,-0.6336311548695652,1.0869565217391304,2.7142857142857144,-4.191304347826087,82,-72.86758281,125,247.0,1.06829483,6,-0.74615647,-1,1.0,1.0,0.0,0.0,1.0,0.0,-0.5450766966666666,1.0,3.0,1.0,3,-1.6352300899999999,3,9.0,-0.39679007,1,-0.70182826,1
2016-12,C_ID_f6658dbefe,4,2,0,0.31806188,2016,12,0.975609756097561,1.0,0.0,1.0,0.0,0.0,-0.6123805658536584,0.0,4.0,-6.658536585365853,80,-50.215206399999985,0,328.0,-0.14734997,0,-0.70059609,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.63976877,0.0,4.0,2.0,1,-0.63976877,0,4.0,-0.63976877,0,-0.63976877,0
2017-11,C_ID_4a7dda0f9e,2,1,0,0.75727961,2017,11,1.0,1.0,0.0,0.0,0.5555555555555556,0.2962962962962963,-0.5585782974074074,1.4444444444444444,1.0,-2.074074074074074,27,-15.08161403,39,27.0,0.41764687,10,-0.74002565,-1,1.0,1.0,0.0,0.0,0.0,0.75,-0.5967290775,1.5,1.0,1.25,4,-2.38691631,6,4.0,-0.539016,3,-0.65674872,-1
2017-01,C_ID_6adae2a906,4,1,0,0.33433685,2017,1,0.9890590809628009,0.6958424507658644,0.3041575492341357,0.0,0.9956236323851203,0.00437636761487965,-0.6992609951859954,1.026258205689278,1.4339622641509433,-7.109409190371991,452,-319.5622747999999,469,456.0,0.55168335,12,-0.74540514,1,1.0,1.0,0.0,0.0,1.0,0.0,-0.5484135840000001,1.0,1.0,1.0,10,-5.48413584,10,10.0,-0.33992975,1,-0.74239984,1
2017-09,C_ID_0b70ca7347,5,2,1,1.4427259,2017,9,0.9166666666666666,1.0,0.0,0.9944444444444445,0.005555555555555556,0.0,-0.6241780926111111,0.005555555555555556,1.2625698324022345,-2.061111111111111,165,-112.35205667,1,226.0,1.68707156,1,-0.74014587,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.6773323136363636,0.0,1.2580645161290323,1.696969696969697,33,-22.351966349999998,0,39.0,-0.50212592,0,-0.73338393,0
2016-06,C_ID_25b2509282,1,2,0,4.74760223,2016,6,0.7142857142857143,0.07142857142857142,0.9285714285714286,0.03571428571428571,0.7142857142857143,0.25,0.016975662500000033,2.0357142857142856,5.0,-8.214285714285714,20,0.4753185500000009,57,10.0,6.04249098,6,-0.70889072,0,,,,,,,,,,,,,,,,,,
2017-09,C_ID_82fb11db22,2,2,0,0.4644044,2017,9,1.0,1.0,0.0,1.0,0.0,0.0,-0.5256734,0.0,1.0,-2.625,16,-8.4107744,0,16.0,0.34158267,0,-0.73188128,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.12030225,0.0,1.0,2.0,1,-0.12030225,0,1.0,-0.12030225,0,-0.12030225,0
2017-10,C_ID_e03db05bde,2,2,0,-0.52965805,2017,10,0.9318181818181818,1.0,0.0,1.0,0.0,0.0,-0.6622772287878785,0.0,2.782258064516129,-1.2424242424242424,123,-87.42059419999997,0,345.0,0.2368028,0,-0.74330143,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.686086486,0.0,3.0,1.0,10,-6.86086486,0,30.0,-0.6266957,0,-0.72062643,0
2015-10,C_ID_dcb7c76747,5,1,1,-0.08495125,2015,10,0.927710843373494,0.9578313253012049,0.04216867469879518,0.0,0.7831325301204819,0.19879518072289157,-0.6164088768674699,1.4156626506024097,1.0,-6.265060240963855,154,-102.32387356000001,235,159.0,0.21178366,6,-0.73807221,-1,1.0,0.8888888888888888,0.1111111111111111,0.0,0.6666666666666666,0.0,-0.5986729277777778,0.3333333333333333,1.0,1.3333333333333333,9,-5.38805635,3,8.0,-0.44637756,1,-0.74262524,-1
2016-04,C_ID_749cfc0c3a,2,2,0,1.5258618,2016,4,0.5555555555555556,1.0,0.0,0.9555555555555556,0.044444444444444446,0.0,-0.707445281037037,0.044444444444444446,1.0,-6.355555555555555,75,-95.50511293999999,6,135.0,-0.56673992,1,-0.74315117,0,,,,,,,,,,,,,,,,,,
2017-07,C_ID_4a97126360,2,3,0,-0.09074446,2017,7,0.9270833333333334,1.0,0.0,0.0,0.75,0.21875,-0.6595931179166669,1.3020833333333333,3.0625,-3.4270833333333335,89,-63.320939320000015,125,294.0,0.62230796,6,-0.73849295,-1,1.0,1.0,0.0,0.0,0.6666666666666666,0.1111111111111111,-0.5481370977777779,0.6666666666666666,2.7777777777777777,1.7777777777777777,9,-4.93323388,6,25.0,0.15468291,2,-0.72941694,-1
2017-09,C_ID_17dea8d446,3,3,1,-1.36171997,2017,9,1.0,0.9,0.1,0.0,0.7,0.25,-0.5833171675000001,1.55,1.2222222222222223,-2.25,20,-11.666343350000002,31,22.0,-0.16087384,4,-0.73188128,-1,1.0,1.0,0.0,0.0,1.0,0.0,-0.67874754,1.0,1.0,1.0,1,-0.67874754,1,1.0,-0.67874754,1,-0.67874754,1
2016-01,C_ID_fcef0dfd67,5,1,1,0.72709297,2016,1,1.0,0.9363636363636364,0.06363636363636363,0.0,0.9818181818181818,0.01818181818181818,-0.6129099699090911,1.0272727272727273,1.0,-5.754545454545455,110,-67.42009669000002,113,103.0,0.07955035,3,-0.73939454,1,1.0,1.0,0.0,0.0,0.75,0.25,-0.420915135,1.75,1.0,1.25,4,-1.68366054,7,4.0,0.15468291,4,-0.70169302,1
2016-06,C_ID_82868156f0,5,2,1,1.14386252,2016,6,0.8143712574850299,1.0,0.0,0.9880239520958084,0.011976047904191617,0.0,-0.42753827239521014,0.011976047904191617,1.0,-1.3173652694610778,136,-71.3988914900001,2,167.0,3.48305528,1,-0.73789189,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.5513978514285715,0.0,1.1428571428571428,1.8571428571428572,7,-3.85978496,0,8.0,-0.40896155,0,-0.69004747,0
2017-09,C_ID_8fa2ad405d,3,1,1,-3.73783471,2017,9,0.6875,0.7708333333333334,0.22916666666666666,0.7291666666666666,0.041666666666666664,0.22916666666666666,-0.6382119560416667,1.5,2.891891891891892,-2.7083333333333335,33,-30.63417389,72,107.0,-0.12375835,10,-0.74164852,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.6963652877777778,0.0,2.888888888888889,1.7777777777777777,9,-6.2672875900000005,0,26.0,-0.56658965,0,-0.7412428,0
2017-07,C_ID_ee82cdf108,5,2,1,-4.73077842,2017,7,0.9197080291970803,1.0,0.0,0.9927007299270073,0.0072992700729927005,0.0,-0.28123328824817523,0.0072992700729927005,1.0,-2.7664233576642334,252,-77.05792098000002,2,274.0,3.00972015,1,-0.74689277,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.680430506,0.0,1.0,1.0,5,-3.40215253,0,5.0,-0.61617714,0,-0.71685477,0
2017-01,C_ID_22ca4a5cdc,5,1,1,0.49181412,2017,1,0.8277777777777777,0.5444444444444444,0.45555555555555555,0.0,0.9944444444444445,0.005555555555555556,-0.661705135055556,1.011111111111111,2.8979591836734695,-6.511111111111111,149,-119.10692431000007,182,284.0,-0.16237649,3,-0.74239984,1,1.0,1.0,0.0,0.0,1.0,0.0,-0.54190861,1.0,3.0,1.0,2,-1.08381722,2,6.0,-0.44137373,1,-0.64244349,1
2017-08,C_ID_7130fd2b3d,4,3,0,1.61188739,2017,8,0.9090909090909091,1.0,0.0,0.030303030303030304,0.5909090909090909,0.2878787878787879,-0.5150088757575758,1.6515151515151516,2.878787878787879,-1.6515151515151516,60,-33.990585800000005,109,190.0,1.4514258,12,-0.73338393,-1,1.0,1.0,0.0,0.0,1.0,0.0,-0.7288722249999999,1.0,2.5,2.0,4,-2.9154888999999997,4,10.0,-0.724353,1,-0.73939454,1
2016-07,C_ID_3140b5e572,2,2,0,0.78182956,2016,7,0.9782608695652174,1.0,0.0,1.0,0.0,0.0,-0.6927832806521738,0.0,3.0,-3.5,45,-31.868030909999995,0,138.0,-0.44036695,0,-0.74239984,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.6973443479999999,0.0,2.2,1.6,10,-6.973443479999999,0,22.0,-0.56658965,0,-0.74052153,0
2016-11,C_ID_022b48f3ac,3,3,1,1.23360131,2016,11,0.9365079365079365,1.0,0.0,1.0,0.0,0.0,-0.6585668529629631,0.0,1.037037037037037,-3.671957671957672,177,-124.46913521000003,0,196.0,0.2534672,0,-0.74239984,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.68203834,0.0,2.75,1.0,4,-2.72815336,0,11.0,-0.65674872,0,-0.71835742,0
2016-08,C_ID_0fb5eebcbb,2,2,0,0.605185,2016,8,0.7045454545454546,1.0,0.0,0.9772727272727273,0.022727272727272728,0.0,-0.6618191477272726,0.022727272727272728,1.0,-5.090909090909091,31,-29.120042499999993,1,44.0,0.00441779,1,-0.74136301,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.69886804,0.0,1.0,2.0,1,-0.69886804,0,1.0,-0.69886804,0,-0.69886804,0
2017-08,C_ID_38a4be198d,4,3,0,-0.55790064,2017,8,0.963076923076923,1.0,0.0,0.0,0.9815384615384616,0.012307692307692308,-0.5871782406153847,1.04,1.0,-2.3692307692307693,313,-190.83292820000003,338,325.0,0.3951071,10,-0.73864321,-1,1.0,1.0,0.0,0.0,0.8461538461538461,0.11538461538461539,-0.5779947765384615,1.1538461538461537,1.0,1.5384615384615385,26,-15.027864189999999,30,26.0,0.14299229,3,-0.73563791,-1
2015-11,C_ID_8ffb6daff8,5,1,1,-0.56506458,2015,11,1.0,0.9166666666666666,0.08333333333333333,0.0,0.4444444444444444,0.5,1.1715374002777779,2.5,1.0,-4.638888888888889,36,42.17534641,90,33.0,16.71089361,9,-0.74104746,-1,1.0,1.0,0.0,0.0,0.6666666666666666,0.16666666666666666,2.59534656,0.8333333333333334,1.0,1.8333333333333333,6,15.572079359999998,5,6.0,17.06401664,2,-0.68750799,-1
2016-04,C_ID_5967df7a42,3,3,1,-0.46908602,2016,4,0.72,0.57,0.43,0.0,0.86,0.14,-0.6392852139000003,1.4,1.0,-4.97,72,-63.92852139000002,140,57.0,0.49303488,12,-0.74255011,1,1.0,1.0,0.0,0.0,1.0,0.0,-0.68597529,1.0,1.0,1.5,2,-1.37195058,2,2.0,-0.67778584,1,-0.69416474,1
2017-11,C_ID_c8cd0080cb,2,1,0,0.04409171,2017,11,0.8529411764705882,1.0,0.0,0.0,0.9705882352941176,0.029411764705882353,-0.6767353102941178,1.088235294117647,2.0294117647058822,-1.2941176470588236,29,-23.009000550000007,37,69.0,-0.20595337,4,-0.73939454,1,1.0,1.0,0.0,0.0,0.875,0.125,-0.6934472237499999,1.125,2.0,1.375,8,-5.547577789999999,9,16.0,-0.50648361,2,-0.73939454,1
2017-02,C_ID_69e95a3ec9,1,2,0,-0.24743986,2017,2,0.9465020576131687,0.9300411522633745,0.06995884773662552,0.01646090534979424,0.9835390946502057,0.0,-0.6811634056790123,0.9835390946502057,1.0176991150442478,-2.0823045267489713,230,-165.52270758,239,230.0,2.41166498,1,-0.746457,0,1.0,1.0,0.0,0.0,1.0,0.0,-0.643833436875,1.0,1.0,1.5625,16,-10.30133499,16,16.0,-0.37274765,1,-0.73128022,1
2017-07,C_ID_994d1ce39d,3,2,1,-0.80486388,2017,7,0.5,0.84375,0.15625,0.84375,0.0625,0.09375,-0.637660358125,0.34375,3.0,-2.5,16,-20.40513146,11,81.0,-0.45401103,3,-0.74391752,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.7103139457142857,0.0,3.0,1.5714285714285714,7,-4.97219762,0,21.0,-0.64173724,0,-0.73467621,0
2017-11,C_ID_1919f9080e,2,3,0,0.39338846,2017,11,1.0,1.0,0.0,0.0,0.52,0.16,-0.4661368215999999,0.72,2.25,-1.52,25,-11.653420539999997,18,36.0,0.51231389,5,-0.71365412,-1,1.0,1.0,0.0,0.0,0.5,0.5,-0.56872342,1.5,2.0,1.0,2,-1.13744684,3,4.0,-0.54705519,2,-0.59039165,1
2017-09,C_ID_c9fc613553,3,1,1,-1.08979616,2017,9,0.9166666666666666,0.6666666666666666,0.3333333333333333,0.0,0.08333333333333333,0.8333333333333334,-0.3470310283333334,4.75,1.0,-2.9166666666666665,11,-4.164372340000001,57,8.0,0.22681017,10,-0.62819835,-1,1.0,1.0,0.0,0.0,0.625,0.375,-0.41910256124999995,1.75,1.0,1.125,8,-3.3528204899999996,14,8.0,0.48075822,3,-0.68101654,1
2016-12,C_ID_bff4607e58,4,2,0,1.03294347,2016,12,0.7419354838709677,1.0,0.0,0.8709677419354839,0.11290322580645161,0.016129032258064516,-0.5546968966129032,0.20967741935483872,1.2903225806451613,-7.048387096774194,46,-34.39120759,13,80.0,0.46000661,6,-0.73488659,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.6298524238461537,0.0,1.1538461538461537,1.4615384615384615,13,-8.188081509999998,0,15.0,-0.47900012,0,-0.73188128,0
2017-09,C_ID_f478df16fd,3,2,1,-1.02926603,2017,9,0.9473684210526315,0.9649122807017544,0.03508771929824561,0.9649122807017544,0.03508771929824561,0.0,-0.6921840070175435,0.03508771929824561,1.0,-2.245614035087719,108,-78.90897679999995,4,3.0,-0.15336058,1,-0.74540514,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.669163628,0.0,2.0,1.2,15,-10.03745442,0,8.0,-0.59949771,0,-0.73039366,0
2013-05,C_ID_69350a7ab6,3,3,1,-1.39974763,2013,5,1.0,1.0,0.0,1.0,0.0,0.0,-0.7292474694444444,0.0,1.0,-6.611111111111111,18,-13.126454449999999,0,18.0,-0.68755307,0,-0.74540514,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.73188128,0.0,1.0,2.0,1,-0.73188128,0,1.0,-0.73188128,0,-0.73188128,0
2017-06,C_ID_6c3cd81c4c,4,1,0,-0.62427059,2017,6,0.93,0.99,0.01,0.0,0.86,0.13,-0.4616332254999999,1.29,1.0,-4.73,93,-46.16332254999999,129,99.0,3.61078063,10,-0.73864321,-1,1.0,1.0,0.0,0.0,0.8571428571428571,0.0,-0.5433908657142857,0.7142857142857143,1.0,1.1428571428571428,7,-3.80373606,5,7.0,-0.03164583,1,-0.73158075,-1
2017-02,C_ID_f2e927e5da,2,2,0,3.65908099,2017,2,0.9523809523809523,1.0,0.0,1.0,0.0,0.0,-0.29655107238095235,0.0,2.9047619047619047,-7.380952380952381,20,-6.22757252,0,61.0,1.35680386,0,-0.6883044,0,,,,,,,,,,,,,,,,,,
2017-01,C_ID_3681e149f7,5,2,1,-0.22731017,2017,1,0.9878542510121457,1.0,0.0,1.0,0.0,0.0,-0.6816980877732794,0.0,3.8947368421052633,-5.854251012145749,244,-168.37942768000002,0,962.0,-0.23865106,0,-0.74315117,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.6974048312499999,0.0,4.0,1.375,8,-5.579238649999999,0,32.0,-0.66426198,0,-0.73413526,0
2016-02,C_ID_4673dd0b7b,2,2,0,1.27563444,2016,2,1.0,1.0,0.0,1.0,0.0,0.0,-0.7209194437499999,0.0,1.0,-7.625,8,-5.7673555499999996,0,8.0,-0.70182826,0,-0.74014587,0,,,,,,,,,,,,,,,,,,
2017-07,C_ID_092d98ce80,3,2,1,1.4936732,2017,7,0.7916666666666666,0.9583333333333334,0.041666666666666664,0.9583333333333334,0.041666666666666664,0.0,-0.6932089904166666,0.041666666666666664,1.9565217391304348,-4.5,38,-33.274031539999996,2,90.0,0.34998249,1,-0.74390249,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.73689012,0.0,1.3333333333333333,1.3333333333333333,3,-2.21067036,0,4.0,-0.73188128,0,-0.73939454,0
2016-12,C_ID_a1bbd3be59,2,2,0,-0.02799448,2016,12,0.8257575757575758,1.0,0.0,1.0,0.0,0.0,-0.6904758445454545,0.0,1.0,-5.643939393939394,109,-91.14281147999999,0,132.0,-0.2733623,0,-0.74199413,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.717899115,0.0,1.0,1.5,14,-10.050587610000001,0,14.0,-0.67176021,0,-0.74097232,0
2017-06,C_ID_db7c9bec8b,2,1,0,-0.40886475,2017,6,0.810126582278481,1.0,0.0,0.0,0.7974683544303798,0.189873417721519,-0.6460430007594935,1.4177215189873418,1.0,-4.037974683544304,64,-51.03739705999999,112,79.0,-0.07071476,6,-0.74164852,-1,1.0,1.0,0.0,0.0,0.7894736842105263,0.15789473684210525,-0.6668797557894736,1.0526315789473684,1.0,1.2105263157894737,19,-12.670715359999997,20,19.0,-0.45441674,2,-0.73638924,-1
2017-10,C_ID_81b1b66bad,2,1,0,-0.01784667,2017,10,0.88,1.0,0.0,0.0,0.68,0.28,-0.170659702,2.48,1.0,-2.0,22,-4.26649255,62,25.0,2.87748685,10,-0.71282767,-1,1.0,1.0,0.0,0.0,0.7142857142857143,0.2857142857142857,-0.5113779557142857,1.4285714285714286,1.0,1.8571428571428572,7,-3.57964569,10,7.0,-0.08144369,3,-0.67177524,1
2017-10,C_ID_1490b92f50,3,1,1,1.71838149,2017,10,0.9523809523809523,1.0,0.0,1.0,0.0,0.0,-0.7034310880952381,0.0,1.0,-2.0952380952380953,20,-14.77205285,0,21.0,-0.59664268,0,-0.74315117,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.7149764583333335,0.0,1.0,1.5,6,-4.2898587500000005,0,6.0,-0.69671925,0,-0.73638924,0
2016-11,C_ID_e5e2476a92,2,2,0,-0.18088201,2016,11,0.9078947368421053,1.0,0.0,0.9912280701754386,0.008771929824561403,0.0,-0.5965622724122811,0.008771929824561403,1.0,-5.140350877192983,207,-136.0161981100001,2,228.0,4.78284855,1,-0.74288069,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.635494975,0.0,1.0,1.6666666666666667,12,-7.6259397,0,12.0,-0.47793323,0,-0.73188128,0
2017-01,C_ID_d6f59286b8,5,1,1,1.00075927,2017,1,0.9285714285714286,0.9795918367346939,0.02040816326530612,0.0,0.7755102040816326,0.21428571428571427,-0.4746793809183673,1.6734693877551021,3.8958333333333335,-4.663265306122449,91,-46.518579329999994,164,374.0,1.31172432,10,-0.74031116,-1,1.0,1.0,0.0,0.0,1.0,0.0,-0.66046779,1.0,4.0,1.0,2,-1.32093558,2,8.0,-0.64916034,1,-0.67177524,1
2017-06,C_ID_bb8dedf426,2,2,0,-0.3800116,2017,6,0.84,0.96,0.04,0.9366666666666666,0.06333333333333334,0.0,-0.5559015965666667,0.06333333333333334,2.9027777777777777,-3.736666666666667,252,-166.77047897000003,19,836.0,2.25839456,1,-0.74540514,0,1.0,1.0,0.0,0.9230769230769231,0.07692307692307693,0.0,-0.6537457353846154,0.07692307692307693,3.0,1.4615384615384615,13,-8.49869456,1,39.0,-0.46140407,1,-0.72436803,0
2016-08,C_ID_f599442c5a,2,2,0,0.40010068,2016,8,0.9029850746268657,1.0,0.0,0.9925373134328358,0.007462686567164179,0.0,-0.6813040633582087,0.007462686567164179,3.6417910447761193,-7.746268656716418,121,-91.29474448999997,1,488.0,-0.02563523,1,-0.74194905,0,1.0,1.0,0.0,1.0,0.0,0.0,-0.7108441666666666,0.0,3.6666666666666665,1.3333333333333333,3,-2.1325325,0,11.0,-0.70483356,0,-0.71685477,0
